player,nation,position,age,nineties,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,live,take_ons_attempted,take_ons_successful,take_ons_success_pct,take_ons_tackled,take_ons_tackled_pct,carries,carry_distance_total,carry_distance_progressive,prgc,carries_into_final_third,carries_into_pen_area,miscontrols,dispossessed,passes_received,progressive_passes_received,fbref_comp_id,season
Guillermo Matías Fernández,ARG,MF,27.0,6.5,442.0,9.0,69.0,300.0,74.0,3.0,442.0,4.0,2.0,50.0,2.0,50.0,217.0,982.0,430.0,6.0,3.0,0.0,11.0,5.0,284.0,8.0,21.0,2019
Agustín Obando,ARG,"MF,FW",19.0,5.9,243.0,13.0,43.0,118.0,84.0,15.0,243.0,14.0,10.0,71.4,4.0,28.6,141.0,685.0,322.0,11.0,9.0,3.0,15.0,9.0,151.0,32.0,21.0,2019
Jan Carlos Hurtado,VEN,FW,19.0,7.1,218.0,15.0,23.0,106.0,95.0,28.0,218.0,19.0,15.0,78.9,4.0,21.1,147.0,790.0,369.0,16.0,13.0,4.0,33.0,13.0,168.0,38.0,21.0,2019
Agustín Almendra,ARG,MF,19.0,4.8,265.0,8.0,53.0,177.0,40.0,4.0,265.0,5.0,3.0,60.0,2.0,40.0,143.0,715.0,338.0,5.0,5.0,1.0,7.0,2.0,150.0,1.0,21.0,2019
Mauro Zárate,ARG,"FW,MF",32.0,5.4,267.0,2.0,11.0,120.0,144.0,19.0,267.0,32.0,20.0,62.5,12.0,37.5,172.0,1146.0,524.0,19.0,15.0,2.0,23.0,6.0,191.0,34.0,21.0,2019
Ramón Ábila,ARG,FW,29.0,5.2,141.0,0.0,3.0,56.0,83.0,35.0,140.0,14.0,6.0,42.9,8.0,57.1,64.0,426.0,151.0,9.0,4.0,11.0,15.0,1.0,103.0,45.0,21.0,2019
Emmanuel Más,ARG,DF,30.0,4.9,241.0,18.0,87.0,96.0,60.0,16.0,241.0,2.0,1.0,50.0,1.0,50.0,80.0,446.0,211.0,6.0,5.0,1.0,9.0,4.0,87.0,15.0,21.0,2019
Paolo Goltz,ARG,DF,34.0,4.0,286.0,30.0,148.0,132.0,8.0,5.0,286.0,1.0,1.0,100.0,0.0,0.0,142.0,649.0,422.0,0.0,1.0,0.0,0.0,1.0,157.0,0.0,21.0,2019
Daniele De Rossi,ITA,MF,36.0,3.8,207.0,16.0,66.0,127.0,15.0,3.0,207.0,2.0,2.0,100.0,0.0,0.0,76.0,274.0,156.0,0.0,0.0,0.0,4.0,0.0,114.0,2.0,21.0,2019
Marcos Guillermo Díaz,ARG,GK,33.0,3.0,102.0,89.0,102.0,0.0,0.0,0.0,102.0,0.0,0.0,,0.0,,48.0,329.0,234.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,21.0,2019
Marcelo Weigandt,ARG,DF,19.0,3.0,164.0,8.0,30.0,88.0,47.0,5.0,164.0,6.0,1.0,16.7,5.0,83.3,54.0,290.0,136.0,7.0,7.0,1.0,6.0,1.0,60.0,12.0,21.0,2019
Carlos Zambrano,PER,DF,30.0,0.7,56.0,4.0,30.0,25.0,3.0,2.0,56.0,0.0,0.0,,0.0,,27.0,121.0,80.0,0.0,0.0,0.0,1.0,0.0,34.0,0.0,21.0,2019
Gastón Ávila,ARG,DF,17.0,0.1,7.0,0.0,4.0,3.0,0.0,0.0,7.0,0.0,0.0,,0.0,,3.0,14.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,21.0,2019
Carlos Izquierdoz,ARG,DF,31.0,19.7,786.0,56.0,425.0,342.0,23.0,19.0,786.0,7.0,7.0,100.0,0.0,0.0,425.0,1574.0,703.0,0.0,1.0,0.0,4.0,1.0,478.0,0.0,,2020
Esteban Andrada,ARG,GK,29.0,18.7,434.0,337.0,432.0,2.0,0.0,0.0,434.0,0.0,0.0,,0.0,,253.0,1457.0,1057.0,0.0,0.0,0.0,2.0,0.0,196.0,0.0,,2020
Nicolás Capaldo,ARG,MF,22.0,17.3,397.0,12.0,62.0,266.0,76.0,14.0,397.0,11.0,9.0,81.8,2.0,18.2,198.0,980.0,414.0,9.0,8.0,3.0,19.0,9.0,243.0,24.0,,2020
Sebastián Villa,COL,"MF,FW",23.0,15.1,358.0,1.0,29.0,138.0,205.0,38.0,357.0,40.0,14.0,35.0,26.0,65.0,237.0,1958.0,996.0,39.0,21.0,18.0,35.0,16.0,253.0,90.0,,2020
Jorman Campuzano,COL,MF,23.0,14.8,545.0,19.0,118.0,401.0,36.0,0.0,545.0,7.0,5.0,71.4,2.0,28.6,313.0,1984.0,989.0,13.0,13.0,0.0,4.0,4.0,322.0,4.0,,2020
Julio Buffarini,ARG,DF,31.0,14.4,297.0,5.0,55.0,166.0,79.0,8.0,297.0,6.0,5.0,83.3,1.0,16.7,154.0,861.0,476.0,14.0,8.0,0.0,1.0,8.0,162.0,25.0,,2020
Carlos Tevez,ARG,FW,35.0,14.3,506.0,0.0,10.0,257.0,245.0,49.0,506.0,24.0,16.0,66.7,8.0,33.3,342.0,1573.0,747.0,26.0,33.0,10.0,21.0,18.0,416.0,93.0,,2020
Leonardo Jara,ARG,DF,28.0,14.1,503.0,8.0,113.0,285.0,109.0,6.0,503.0,7.0,6.0,85.7,1.0,14.3,225.0,754.0,376.0,5.0,9.0,1.0,9.0,3.0,245.0,32.0,,2020
Eduardo Salvio,ARG,MF,29.0,13.7,494.0,3.0,45.0,225.0,239.0,55.0,494.0,90.0,39.0,43.3,51.0,56.7,339.0,2313.0,1061.0,41.0,27.0,16.0,35.0,18.0,339.0,84.0,,2020
Carlos Zambrano,PER,DF,30.0,13.1,159.0,17.0,88.0,68.0,4.0,2.0,159.0,1.0,0.0,0.0,1.0,100.0,84.0,430.0,189.0,0.0,2.0,0.0,0.0,0.0,107.0,0.0,,2020
Frank Fabra,COL,DF,28.0,12.7,539.0,21.0,161.0,265.0,120.0,23.0,539.0,36.0,26.0,72.2,10.0,27.8,282.0,1692.0,1187.0,36.0,23.0,15.0,10.0,9.0,300.0,32.0,,2020
Edwin Cardona,COL,"MF,FW",27.0,12.6,334.0,3.0,25.0,200.0,115.0,7.0,334.0,19.0,15.0,78.9,4.0,21.1,192.0,1155.0,556.0,17.0,11.0,2.0,8.0,5.0,238.0,27.0,,2020
Emmanuel Más,ARG,"DF,MF",31.0,11.6,223.0,13.0,57.0,125.0,44.0,2.0,223.0,12.0,9.0,75.0,3.0,25.0,101.0,474.0,246.0,8.0,6.0,2.0,4.0,5.0,118.0,12.0,,2020
Lisandro López,ARG,DF,30.0,11.3,583.0,33.0,260.0,310.0,17.0,9.0,583.0,5.0,3.0,60.0,2.0,40.0,316.0,1683.0,1073.0,7.0,5.0,0.0,3.0,1.0,354.0,1.0,,2020
Franco Soldano,ARG,FW,25.0,10.1,194.0,5.0,14.0,107.0,74.0,14.0,194.0,3.0,1.0,33.3,2.0,66.7,86.0,249.0,65.0,1.0,3.0,0.0,12.0,2.0,122.0,23.0,,2020
Ramón Ábila,ARG,FW,30.0,9.2,53.0,0.0,0.0,27.0,26.0,15.0,53.0,7.0,4.0,57.1,3.0,42.9,30.0,101.0,49.0,0.0,0.0,0.0,2.0,4.0,39.0,11.0,,2020
Mauro Zárate,ARG,"FW,MF",32.0,7.8,22.0,0.0,1.0,7.0,14.0,1.0,22.0,1.0,1.0,100.0,0.0,0.0,18.0,114.0,27.0,0.0,2.0,0.0,2.0,1.0,20.0,2.0,,2020
Agustín Rossi,ARG,GK,24.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,2020
Guillermo Matías Fernández,ARG,MF,28.0,5.4,416.0,8.0,54.0,283.0,82.0,7.0,416.0,7.0,7.0,100.0,0.0,0.0,281.0,1020.0,452.0,4.0,7.0,0.0,7.0,5.0,309.0,14.0,,2020
Agustín Obando,ARG,"MF,FW",19.0,5.2,133.0,2.0,15.0,53.0,67.0,9.0,133.0,7.0,3.0,42.9,4.0,57.1,82.0,472.0,177.0,8.0,5.0,2.0,6.0,6.0,108.0,39.0,,2020
Diego González,ARG,MF,31.0,4.7,117.0,0.0,23.0,84.0,12.0,0.0,117.0,1.0,0.0,0.0,1.0,100.0,67.0,188.0,68.0,0.0,0.0,0.0,4.0,4.0,76.0,0.0,,2020
Gastón Ávila,ARG,DF,18.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,2020
Gonzalo Maroni,ARG,"MF,FW",20.0,3.5,61.0,1.0,5.0,30.0,28.0,3.0,61.0,6.0,3.0,50.0,3.0,50.0,36.0,193.0,125.0,3.0,5.0,1.0,6.0,4.0,39.0,6.0,,2020
Alan Varela,ARG,MF,18.0,3.2,,,,,,,,,,,,,,,,,,,,,,,,2020
Exequiel Zeballos,ARG,"FW,MF",17.0,2.7,,,,,,,,,,,,,,,,,,,,,,,,2020
Júnior Alonso,PAR,DF,26.0,1.3,94.0,5.0,43.0,49.0,4.0,2.0,94.0,3.0,1.0,33.3,2.0,66.7,74.0,365.0,250.0,3.0,0.0,1.0,0.0,1.0,69.0,1.0,,2020
Emanuel Reynoso,ARG,"MF,FW",24.0,1.2,133.0,0.0,5.0,79.0,49.0,0.0,133.0,6.0,5.0,83.3,1.0,16.7,72.0,433.0,258.0,9.0,4.0,0.0,3.0,0.0,103.0,7.0,,2020
Iván Marcone,ARG,MF,29.0,1.1,82.0,0.0,15.0,58.0,9.0,0.0,82.0,1.0,1.0,100.0,0.0,0.0,41.0,158.0,51.0,0.0,1.0,0.0,2.0,0.0,55.0,0.0,,2020
Walter Bou,ARG,FW,26.0,1.0,41.0,1.0,1.0,16.0,25.0,5.0,41.0,2.0,1.0,50.0,1.0,50.0,27.0,160.0,71.0,4.0,2.0,1.0,8.0,5.0,34.0,16.0,,2020
Luis Vázquez,ARG,FW,19.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,2020
Carlos Izquierdoz,ARG,DF,32.0,40.3,2772.0,246.0,1332.0,1377.0,73.0,46.0,2772.0,16.0,14.0,87.5,2.0,12.5,1615.0,6974.0,3916.0,10.0,6.0,0.0,20.0,10.0,1787.0,5.0,,2021
Agustín Rossi,ARG,GK,25.0,33.0,1079.0,900.0,1073.0,7.0,0.0,0.0,1079.0,2.0,1.0,50.0,1.0,50.0,558.0,3033.0,1874.0,0.0,0.0,0.0,0.0,0.0,455.0,0.0,,2021
