player,nation,position,age,matches_played,starts,minutes,nineties,goals,assists,goals_plus_assists,non_pen_goals,pens_made,pens_att,yellow_cards,red_cards,goals_per90,assists_per90,goals_plus_assists_per90,non_pen_goals_per90,g_a_pk,season,xG,npxG,expected_assists,npxg_plus_xag,progressive_carries,progressive_passes,progressive_passes_received,xg_per90,xag_per90,xg_plus_xag,npxg_per90,npxg_plus_xag_per90,fbref_comp_id
Cristian Espinoza,ARG,FW,22,11.0,3,280.0,3.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.32,0.32,0.0,0.32,2017,0.5,0.5,1.7,2.2,19.0,4.0,30.0,0.16,0.54,0.69,0.16,0.69,21.0
Sebastián Pérez Cardona,COL,MF,24,3.0,3,227.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
Oscar Benítez,ARG,FW,24,14.0,2,276.0,3.1,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.33,0.0,0.33,0.33,0.33,2017,0.6,0.6,0.0,0.6,6.0,6.0,21.0,0.19,0.0,0.19,0.19,0.19,21.0
Agustín Heredia,ARG,DF,20,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
Guido Vadalá,ARG,FW,20,4.0,2,179.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,2017,1.1,1.1,0.2,1.3,2.0,6.0,11.0,0.57,0.08,0.65,0.57,0.65,21.0
Agustín Almendra,ARG,MF,17,3.0,1,99.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,0.0,0.0,0.0,0.1,2.0,7.0,3.0,0.03,0.04,0.07,0.03,0.07,21.0
Julián Chicco,ARG,MF,19,2.0,1,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,0.0,0.0,0.0,0.1,0.0,8.0,1.0,0.03,0.04,0.07,0.03,0.07,21.0
Gonzalo Goñi,ARG,DF,18,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0
Guillermo Sara,ARG,GK,29,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
Gonzalo Maroni,ARG,MF,18,6.0,0,115.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,0.1,0.1,0.1,0.1,12.0,14.0,7.0,0.05,0.05,0.1,0.05,0.1,21.0
Agustín Bouzat,ARG,FW,23,3.0,0,49.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,1.84,0.0,1.84,2017,0.2,0.2,0.1,0.2,2.0,2.0,9.0,0.28,0.16,0.44,0.28,0.44,21.0
Gonzalo Lamardo,ARG,MF,20,1.0,0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,0.0,0.0,0.0,0.1,0.0,1.0,1.0,0.09,0.11,0.2,0.09,0.2,21.0
Fernando Evangelista,ARG,FW,25,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
Juan Manuel Insaurralde,ARG,DF,32,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
Javier Bustillos,ARG,GK,20,0.0,0,,,,,,,,,,,,,,,,2017,,,,,,,,,,,,,21.0
Nahuel Molina,ARG,"DF,MF",19,0.0,0,,,,,,,,,,,,,,,,2017,,,,,,,,,,,,,21.0
Mateo Retegui,ITA,FW,18,0.0,0,,,,,,,,,,,,,,,,2017,,,,,,,,,,,,,21.0
Esteban Andrada,ARG,GK,27,18.0,18,1620.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,21.0
Emmanuel Más,ARG,DF,29,19.0,17,1576.0,17.5,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,0.11,0.06,0.17,0.11,0.17,2018,1.4,1.4,1.0,2.4,23.0,50.0,61.0,0.08,0.05,0.14,0.08,0.14,21.0
Julio Buffarini,ARG,DF,29,17.0,17,1530.0,17.0,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.06,0.06,0.12,0.06,0.12,2018,0.6,0.6,2.1,2.7,33.0,57.0,86.0,0.04,0.12,0.16,0.04,0.16,21.0
Mauro Zárate,ARG,"FW,MF",31,23.0,17,1496.0,16.6,6.0,7.0,13.0,5.0,1.0,1.0,3.0,0.0,0.36,0.42,0.78,0.3,0.72,2018,4.9,4.1,3.2,7.3,63.0,55.0,128.0,0.29,0.19,0.49,0.24,0.44,21.0
Carlos Izquierdoz,ARG,DF,29,18.0,17,1436.0,16.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.06,0.0,0.06,0.06,0.06,2018,1.1,1.1,0.0,1.1,5.0,28.0,0.0,0.07,0.0,0.07,0.07,0.07,21.0
Cristian Pavón,ARG,"FW,MF",22,15.0,13,1149.0,12.8,4.0,3.0,7.0,4.0,0.0,0.0,0.0,0.0,0.31,0.23,0.55,0.31,0.55,2018,4.3,4.3,3.1,7.4,52.0,48.0,122.0,0.33,0.24,0.58,0.33,0.58,21.0
Carlos Tevez,ARG,"MF,FW",34,21.0,13,1111.0,12.3,5.0,1.0,6.0,5.0,0.0,1.0,2.0,0.0,0.41,0.08,0.49,0.41,0.49,2018,6.5,5.7,2.1,7.8,36.0,87.0,95.0,0.52,0.17,0.69,0.46,0.63,21.0
Agustín Almendra,ARG,MF,18,15.0,12,1072.0,11.9,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.08,0.08,0.17,0.08,0.17,2018,1.0,1.0,0.8,1.8,18.0,68.0,13.0,0.09,0.07,0.16,0.09,0.16,21.0
Iván Marcone,ARG,MF,28,11.0,11,990.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,0.0,0.0,0.1,0.1,4.0,56.0,2.0,0.0,0.01,0.01,0.0,0.01,21.0
Nahitan Nández,URU,MF,22,12.0,10,910.0,10.1,2.0,1.0,3.0,2.0,0.0,0.0,7.0,0.0,0.2,0.1,0.3,0.2,0.3,2018,1.5,1.5,1.1,2.6,19.0,59.0,35.0,0.14,0.11,0.25,0.14,0.25,21.0
Sebastián Villa,COL,"FW,MF",22,17.0,10,894.0,9.9,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,0.3,0.2,0.5,0.3,0.5,2018,1.7,1.7,2.8,4.5,55.0,25.0,102.0,0.17,0.28,0.46,0.17,0.46,21.0
Darío Benedetto,ARG,FW,28,15.0,10,868.0,9.6,2.0,1.0,3.0,1.0,1.0,1.0,4.0,0.0,0.21,0.1,0.31,0.1,0.21,2018,3.1,2.3,2.3,4.6,6.0,20.0,60.0,0.32,0.24,0.56,0.24,0.47,21.0
Paolo Goltz,ARG,DF,33,10.0,9,895.0,9.9,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.1,0.1,0.0,0.1,2018,0.1,0.1,0.1,0.1,1.0,26.0,2.0,0.01,0.01,0.01,0.01,0.01,21.0
Ramón Ábila,ARG,FW,28,16.0,8,804.0,8.9,6.0,5.0,11.0,6.0,0.0,0.0,2.0,0.0,0.67,0.56,1.23,0.67,1.23,2018,6.5,6.5,1.0,7.5,13.0,13.0,47.0,0.73,0.11,0.84,0.73,0.84,21.0
Fernando Gago,ARG,MF,32,8.0,8,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,0.2,0.2,0.5,0.8,12.0,68.0,15.0,0.03,0.07,0.1,0.03,0.1,21.0
Lisandro López,ARG,DF,28,8.0,8,720.0,8.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.25,0.0,0.25,0.25,0.25,2018,0.4,0.4,0.2,0.7,3.0,21.0,0.0,0.06,0.03,0.09,0.06,0.09,21.0
Jorman Campuzano,COL,MF,22,10.0,8,712.0,7.9,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.13,0.13,0.0,0.13,2018,0.0,0.0,0.1,0.1,10.0,22.0,4.0,0.0,0.01,0.01,0.0,0.01,21.0
Edwin Cardona,COL,"FW,MF",25,11.0,7,677.0,7.5,3.0,1.0,4.0,2.0,1.0,1.0,3.0,0.0,0.4,0.13,0.53,0.27,0.4,2018,1.6,0.8,2.2,3.0,28.0,41.0,52.0,0.21,0.3,0.51,0.1,0.4,21.0
Lisandro Magallán,ARG,DF,24,8.0,7,637.0,7.1,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.14,0.0,0.14,0.14,0.14,2018,0.9,0.9,0.1,1.1,2.0,10.0,0.0,0.13,0.02,0.15,0.13,0.15,21.0
Emanuel Reynoso,ARG,"MF,FW",22,16.0,7,632.0,7.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.14,0.28,0.43,0.14,0.43,2018,0.3,0.3,2.8,3.1,27.0,53.0,37.0,0.04,0.39,0.43,0.04,0.43,21.0
Júnior Alonso,PAR,DF,25,7.0,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,0.1,0.1,0.3,0.5,7.0,26.0,5.0,0.02,0.05,0.07,0.02,0.07,21.0
Agustín Rossi,ARG,GK,22,6.0,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,21.0
Wílmar Barrios,COL,MF,24,6.0,6,509.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,0.0,0.0,0.0,0.1,8.0,23.0,3.0,0.0,0.01,0.01,0.0,0.01,21.0
Leonardo Balerdi,ARG,DF,19,5.0,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,0.1,0.1,0.0,0.1,0.0,5.0,0.0,0.02,0.0,0.02,0.02,0.02,21.0
Lucas Olaza,URU,DF,24,4.0,4,315.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,0.0,0.0,0.1,0.1,2.0,6.0,7.0,0.0,0.02,0.02,0.0,0.02,21.0
Leonardo Jara,ARG,DF,27,4.0,4,310.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,0.1,0.1,0.4,0.5,2.0,18.0,7.0,0.04,0.12,0.16,0.03,0.15,21.0
Pablo Pérez,ARG,MF,32,6.0,3,332.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,0.7,0.7,0.8,1.5,1.0,25.0,5.0,0.2,0.22,0.42,0.2,0.42,21.0
Cristian Espinoza,ARG,FW,23,4.0,3,298.0,3.3,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.6,0.3,0.91,0.6,0.91,2018,1.1,1.1,0.6,1.6,9.0,5.0,36.0,0.32,0.17,0.49,0.32,0.49,21.0
Gino Peruzzi,ARG,DF,26,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,0.0,0.0,0.3,0.3,7.0,8.0,10.0,0.0,0.11,0.11,0.0,0.11,21.0
Julián Chicco,ARG,MF,20,5.0,3,227.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,0.0,0.0,0.1,0.1,0.0,15.0,2.0,0.01,0.02,0.03,0.01,0.03,21.0
Kevin Mac Allister,ARG,DF,20,2.0,1,111.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,0.02,0.02,0.0,0.02,21.0
Marcos Guillermo Díaz,ARG,GK,32,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
Frank Fabra,COL,DF,27,1.0,1,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,0.0,0.0,0.1,0.1,5.0,3.0,4.0,0.0,0.05,0.05,0.0,0.05,21.0
Agustín Obando,ARG,MF,18,1.0,1,75.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,0.1,0.1,0.0,0.1,2.0,3.0,3.0,0.06,0.0,0.06,0.06,0.06,21.0
Nicolás Capaldo,ARG,MF,20,1.0,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
Brandon Cortés,CHI,MF,17,1.0,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.31,0.31,0.0,0.31,21.0
Mateo Retegui,ITA,FW,19,1.0,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
Javier Bustillos,ARG,GK,21,0.0,0,,,,,,,,,,,,,,,,2018,,,,,,,,,,,,,21.0
Agustín Heredia,ARG,DF,21,0.0,0,,,,,,,,,,,,,,,,2018,,,,,,,,,,,,,21.0
Gonzalo Lamardo,ARG,MF,21,0.0,0,,,,,,,,,,,,,,,,2018,,,,,,,,,,,,,21.0
Marcelo Weigandt,ARG,DF,18,0.0,0,,,,,,,,,,,,,,,,2018,,,,,,,,,,,,,21.0
Esteban Andrada,ARG,GK,28,20.0,20,1800.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
Julio Buffarini,ARG,DF,30,20.0,20,1771.0,19.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2019,0.2,0.2,0.9,1.1,25.0,78.0,80.0,0.01,0.05,0.06,0.01,0.06,21.0
Frank Fabra,COL,DF,28,18.0,18,1582.0,17.6,2.0,2.0,4.0,2.0,0.0,0.0,7.0,1.0,0.11,0.11,0.23,0.11,0.23,2019,0.9,0.9,1.6,2.5,41.0,50.0,48.0,0.05,0.09,0.14,0.05,0.14,21.0
Carlos Izquierdoz,ARG,DF,30,17.0,17,1450.0,16.1,1.0,0.0,1.0,1.0,0.0,0.0,9.0,2.0,0.06,0.0,0.06,0.06,0.06,2019,0.7,0.7,0.2,0.8,3.0,34.0,2.0,0.04,0.01,0.05,0.04,0.05,21.0
Sebastián Villa,COL,"MF,FW",23,17.0,13,1151.0,12.8,2.0,3.0,5.0,2.0,0.0,0.0,1.0,1.0,0.16,0.23,0.39,0.16,0.39,2019,3.0,3.0,3.8,6.8,87.0,32.0,121.0,0.24,0.3,0.53,0.24,0.53,21.0
Lisandro López,ARG,DF,29,14.0,13,1111.0,12.3,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.08,0.08,0.16,0.08,0.16,2019,0.9,0.9,0.7,1.6,9.0,48.0,2.0,0.07,0.06,0.13,0.07,0.13,21.0
Iván Marcone,ARG,MF,29,14.0,12,1121.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,0.0,0.0,0.3,0.3,2.0,40.0,5.0,0.0,0.02,0.02,0.0,0.02,21.0
Eduardo Salvio,ARG,"MF,FW",29,17.0,12,1112.0,12.4,6.0,3.0,9.0,6.0,0.0,0.0,1.0,0.0,0.49,0.24,0.73,0.49,0.73,2019,4.3,4.2,2.1,6.3,66.0,40.0,117.0,0.35,0.17,0.51,0.34,0.51,21.0
Franco Soldano,ARG,FW,24,13.0,12,1016.0,11.3,2.0,2.0,4.0,2.0,0.0,1.0,1.0,0.0,0.18,0.18,0.35,0.18,0.35,2019,2.8,2.0,1.1,3.2,6.0,29.0,46.0,0.25,0.1,0.35,0.18,0.28,21.0
Júnior Alonso,PAR,DF,26,14.0,11,1152.0,12.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.08,0.08,0.0,0.08,2019,0.3,0.3,0.9,1.2,5.0,49.0,2.0,0.02,0.07,0.1,0.02,0.1,21.0
Carlos Tevez,ARG,"FW,MF",35,17.0,11,1054.0,11.7,9.0,2.0,11.0,9.0,0.0,1.0,2.0,0.0,0.77,0.17,0.94,0.77,0.94,2019,5.7,4.9,2.4,7.2,43.0,84.0,101.0,0.48,0.2,0.69,0.42,0.62,21.0
Jorman Campuzano,COL,MF,23,13.0,11,943.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,0.1,0.1,0.7,0.8,16.0,53.0,5.0,0.01,0.07,0.08,0.01,0.08,21.0
Emanuel Reynoso,ARG,"MF,FW",23,18.0,9,897.0,10.0,1.0,3.0,4.0,1.0,0.0,0.0,4.0,0.0,0.1,0.3,0.4,0.1,0.4,2019,1.7,1.7,4.3,6.1,45.0,86.0,35.0,0.17,0.44,0.61,0.17,0.61,21.0
Nicolás Capaldo,ARG,MF,21,13.0,9,875.0,9.7,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.1,0.1,0.0,0.1,2019,1.1,1.1,1.6,2.6,7.0,24.0,28.0,0.11,0.16,0.27,0.11,0.27,21.0
Alexis Mac Allister,ARG,MF,20,13.0,9,708.0,7.9,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.13,0.13,0.25,0.13,0.25,2019,2.2,2.2,1.2,3.3,15.0,33.0,38.0,0.28,0.15,0.42,0.28,0.42,21.0
Guillermo Matías Fernández,ARG,MF,27,7.0,7,586.0,6.5,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.15,0.15,0.31,0.15,0.31,2019,0.2,0.2,0.3,0.5,6.0,37.0,8.0,0.03,0.05,0.08,0.03,0.08,21.0
Agustín Obando,ARG,"MF,FW",19,11.0,7,528.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,0.9,0.9,0.8,1.7,11.0,10.0,32.0,0.16,0.13,0.29,0.16,0.29,21.0
Jan Carlos Hurtado,VEN,FW,19,14.0,6,640.0,7.1,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.14,0.14,0.28,0.14,0.28,2019,2.8,2.8,1.0,3.7,16.0,6.0,38.0,0.39,0.13,0.52,0.39,0.52,21.0
Agustín Almendra,ARG,MF,19,6.0,6,435.0,4.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.21,0.0,0.21,0.21,0.21,2019,1.1,1.1,0.1,1.3,5.0,21.0,1.0,0.24,0.03,0.27,0.24,0.27,21.0
Mauro Zárate,ARG,"FW,MF",32,12.0,5,485.0,5.4,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,0.37,0.37,0.74,0.37,0.74,2019,2.6,2.6,0.6,3.2,19.0,10.0,34.0,0.48,0.12,0.6,0.48,0.6,21.0
Ramón Ábila,ARG,FW,29,12.0,5,466.0,5.2,5.0,1.0,6.0,4.0,1.0,1.0,3.0,0.0,0.97,0.19,1.16,0.77,0.97,2019,4.6,3.8,1.3,5.1,9.0,5.0,45.0,0.89,0.25,1.14,0.74,0.99,21.0
Emmanuel Más,ARG,DF,30,5.0,5,442.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,0.4,0.4,0.0,0.4,6.0,4.0,15.0,0.09,0.0,0.09,0.09,0.09,21.0
Paolo Goltz,ARG,DF,34,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,0.3,0.3,0.0,0.3,0.0,16.0,0.0,0.09,0.0,0.09,0.09,0.09,21.0
Daniele De Rossi,ITA,MF,36,5.0,4,344.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,0.0,0.0,0.1,0.1,0.0,20.0,2.0,0.0,0.04,0.04,0.0,0.04,21.0
Marcos Guillermo Díaz,ARG,GK,33,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
Marcelo Weigandt,ARG,DF,19,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,0.2,0.2,0.1,0.3,7.0,8.0,12.0,0.06,0.02,0.09,0.06,0.09,21.0
Carlos Zambrano,PER,DF,30,1.0,1,67.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,0.0,0.0,0.0,0.1,0.0,3.0,0.0,0.05,0.04,0.09,0.05,0.09,21.0
Gastón Ávila,ARG,DF,17,1.0,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
Adrián Guillermo Sánchez,ARG,MF,20,0.0,0,,,,,,,,,,,,,,,,2019,,,,,,,,,,,,,21.0
Leonardo Jara,ARG,"DF,MF",28,0.0,0,,,,,,,,,,,,,,,,2019,,,,,,,,,,,,,21.0
Manuel Roffo,ARG,GK,19,0.0,0,,,,,,,,,,,,,,,,2019,,,,,,,,,,,,,21.0
Carlos Izquierdoz,ARG,DF,31,19.0,19,1769.0,19.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2020,0.6,0.6,0.1,0.7,0.0,26.0,0.0,0.05,0.01,0.06,0.05,0.06,
Esteban Andrada,ARG,GK,29,18.0,18,1680.0,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Nicolás Capaldo,ARG,MF,22,23.0,14,1556.0,17.3,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.06,0.06,0.0,0.06,2020,0.8,0.8,0.1,0.9,9.0,34.0,24.0,0.11,0.01,0.12,0.11,0.12,
Sebastián Villa,COL,"MF,FW",23,18.0,15,1362.0,15.1,2.0,4.0,6.0,1.0,1.0,1.0,6.0,0.0,0.13,0.26,0.4,0.07,0.33,2020,2.4,1.6,1.7,3.3,39.0,24.0,90.0,0.33,0.22,0.55,0.22,0.45,
Jorman Campuzano,COL,MF,23,16.0,16,1336.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2020,0.0,0.0,0.2,0.2,13.0,46.0,4.0,0.0,0.02,0.02,0.0,0.02,
Julio Buffarini,ARG,DF,31,20.0,13,1294.0,14.4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,0.2,0.2,0.1,0.3,14.0,6.0,25.0,0.04,0.02,0.06,0.04,0.06,
Carlos Tevez,ARG,FW,35,17.0,14,1284.0,14.3,5.0,1.0,6.0,5.0,0.0,0.0,4.0,0.0,0.35,0.07,0.42,0.35,0.42,2020,3.9,3.9,2.6,6.5,26.0,73.0,93.0,0.39,0.26,0.64,0.39,0.64,
Leonardo Jara,ARG,DF,28,20.0,14,1268.0,14.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,0.2,0.2,0.4,0.6,5.0,20.0,32.0,0.03,0.06,0.08,0.03,0.08,
Eduardo Salvio,ARG,MF,29,17.0,14,1237.0,13.7,6.0,1.0,7.0,6.0,0.0,0.0,3.0,0.0,0.44,0.07,0.51,0.44,0.51,2020,3.5,3.5,1.0,4.5,41.0,23.0,84.0,0.36,0.1,0.46,0.36,0.46,
Carlos Zambrano,PER,DF,30,13.0,13,1175.0,13.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,0.4,0.4,0.0,0.4,0.0,12.0,0.0,0.14,0.0,0.14,0.14,0.14,
Frank Fabra,COL,DF,28,14.0,13,1143.0,12.7,0.0,2.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.16,0.16,0.0,0.16,2020,0.2,0.2,1.9,2.1,36.0,38.0,32.0,0.03,0.22,0.25,0.03,0.25,
Edwin Cardona,COL,"MF,FW",27,20.0,12,1130.0,12.6,4.0,6.0,10.0,4.0,0.0,0.0,4.0,0.0,0.32,0.48,0.8,0.32,0.8,2020,0.5,0.5,1.1,1.6,17.0,54.0,27.0,0.11,0.24,0.35,0.11,0.35,
Emmanuel Más,ARG,"DF,MF",31,15.0,11,1042.0,11.6,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.09,0.09,0.0,0.09,2020,0.0,0.0,0.1,0.1,8.0,14.0,12.0,0.0,0.02,0.02,0.0,0.02,
Lisandro López,ARG,DF,30,11.0,11,1020.0,11.3,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.18,0.0,0.18,0.18,0.18,2020,0.3,0.3,0.7,1.0,7.0,47.0,1.0,0.04,0.09,0.13,0.04,0.13,
Franco Soldano,ARG,FW,25,18.0,11,912.0,10.1,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.1,0.0,0.1,0.1,0.1,2020,2.1,2.1,0.1,2.2,1.0,14.0,23.0,0.33,0.02,0.35,0.33,0.35,
